"","Date","Obs","Month","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"5196",1971-03-24,-1.85,"03",0.87,0.637,0.533,0.37,0.586,0.742,1.124,0.0409999999999999,-0.558,-0.2
"5197",1971-03-25,2.05,"03",4.77,4.537,4.433,4.27,4.486,4.642,5.024,3.941,3.342,3.7
"5198",1971-03-26,2.15,"03",4.87,4.637,4.533,4.37,4.586,4.742,5.124,4.041,3.442,3.8
"5199",1971-03-27,0.95,"03",3.67,3.437,3.333,3.17,3.386,3.542,3.924,2.841,2.242,2.6
"5200",1971-03-28,-1.75,"03",0.97,0.737,0.633,0.47,0.686,0.842,1.224,0.141,-0.458,-0.1
"5201",1971-03-29,-2.15,"03",0.57,0.337,0.233,0.0700000000000003,0.286,0.442,0.824,-0.259,-0.858,-0.5
"5202",1971-03-30,0.45,"03",3.17,2.937,2.833,2.67,2.886,3.042,3.424,2.341,1.742,2.1
"5203",1971-03-31,-0.35,"03",2.37,2.137,2.033,1.87,2.086,2.242,2.624,1.541,0.942,1.3
"5204",1971-04-01,0.25,"04",2.897,2.827,2.613,2.48,3.796,4.369,4.193,3.404,1.614,2.874
"5205",1971-04-02,1.15,"04",3.797,3.727,3.513,3.38,4.696,5.269,5.093,4.304,2.514,3.774
"5206",1971-04-03,2.55,"04",5.197,5.127,4.913,4.78,6.096,6.669,6.493,5.704,3.914,5.174
"5207",1971-04-04,2.85,"04",5.497,5.427,5.213,5.08,6.396,6.969,6.793,6.004,4.214,5.474
"5208",1971-04-05,2.25,"04",4.897,4.827,4.613,4.48,5.796,6.369,6.193,5.404,3.614,4.874
"5209",1971-04-06,1.55,"04",4.197,4.127,3.913,3.78,5.096,5.669,5.493,4.704,2.914,4.174
"5210",1971-04-07,2.55,"04",5.197,5.127,4.913,4.78,6.096,6.669,6.493,5.704,3.914,5.174
"5211",1971-04-08,3.15,"04",5.797,5.727,5.513,5.38,6.696,7.269,7.093,6.304,4.514,5.774
"5212",1971-04-09,3.35,"04",5.997,5.927,5.713,5.58,6.896,7.469,7.293,6.504,4.714,5.974
"5213",1971-04-10,4.65,"04",7.297,7.227,7.013,6.88,8.196,8.769,8.593,7.804,6.014,7.274
"5214",1971-04-11,3.95,"04",6.597,6.527,6.313,6.18,7.496,8.069,7.893,7.104,5.314,6.574
"5215",1971-04-12,4.85,"04",7.497,7.427,7.213,7.08,8.396,8.969,8.793,8.004,6.214,7.474
"5216",1971-04-13,6.95,"04",9.597,9.527,9.313,9.18,10.496,11.069,10.893,10.104,8.314,9.574
"5217",1971-04-14,5.45,"04",8.097,8.027,7.813,7.68,8.996,9.569,9.393,8.604,6.814,8.074
"5218",1971-04-15,5.45,"04",8.097,8.027,7.813,7.68,8.996,9.569,9.393,8.604,6.814,8.074
"5219",1971-04-16,5.55,"04",8.197,8.127,7.913,7.78,9.096,9.669,9.493,8.704,6.914,8.174
"5220",1971-04-17,2.95,"04",5.597,5.527,5.313,5.18,6.496,7.069,6.893,6.104,4.314,5.574
"5221",1971-04-18,3.25,"04",5.897,5.827,5.613,5.48,6.796,7.369,7.193,6.404,4.614,5.874
"5222",1971-04-19,4.35,"04",6.997,6.927,6.713,6.58,7.896,8.469,8.293,7.504,5.714,6.974
"5223",1971-04-20,4.45,"04",7.097,7.027,6.813,6.68,7.996,8.569,8.393,7.604,5.814,7.074
"5224",1971-04-21,4.35,"04",6.997,6.927,6.713,6.58,7.896,8.469,8.293,7.504,5.714,6.974
"5225",1971-04-22,4.85,"04",7.497,7.427,7.213,7.08,8.396,8.969,8.793,8.004,6.214,7.474
"5226",1971-04-23,5.65,"04",8.297,8.227,8.013,7.88,9.196,9.769,9.593,8.804,7.014,8.274
"5227",1971-04-24,5.45,"04",8.097,8.027,7.813,7.68,8.996,9.569,9.393,8.604,6.814,8.074
"5228",1971-04-25,3.35,"04",5.997,5.927,5.713,5.58,6.896,7.469,7.293,6.504,4.714,5.974
"5229",1971-04-26,0.75,"04",3.397,3.327,3.113,2.98,4.296,4.869,4.693,3.904,2.114,3.374
"5230",1971-04-27,0.05,"04",2.697,2.627,2.413,2.28,3.596,4.169,3.993,3.204,1.414,2.674
"5231",1971-04-28,0.65,"04",3.297,3.227,3.013,2.88,4.196,4.769,4.593,3.804,2.014,3.274
"5232",1971-04-29,0.75,"04",3.397,3.327,3.113,2.98,4.296,4.869,4.693,3.904,2.114,3.374
"5233",1971-04-30,1.85,"04",4.497,4.427,4.213,4.08,5.396,5.969,5.793,5.004,3.214,4.474
"5234",1971-05-01,2.15,"05",3.996,7.672,4.274,4.533,5.149,7.155,6.355,7.905,3.48,4.836
"5235",1971-05-02,3.05,"05",4.896,8.572,5.174,5.433,6.049,8.055,7.255,8.805,4.38,5.736
"5236",1971-05-03,5.65,"05",7.496,11.172,7.774,8.033,8.649,10.655,9.855,11.405,6.98,8.336
"5237",1971-05-04,6.75,"05",8.596,12.272,8.874,9.133,9.749,11.755,10.955,12.505,8.08,9.436
"5238",1971-05-05,7.45,"05",9.296,12.972,9.574,9.833,10.449,12.455,11.655,13.205,8.78,10.136
"5239",1971-05-06,6.65,"05",8.496,12.172,8.774,9.033,9.649,11.655,10.855,12.405,7.98,9.336
"5240",1971-05-07,7.85,"05",9.696,13.372,9.974,10.233,10.849,12.855,12.055,13.605,9.18,10.536
"5241",1971-05-08,8.45,"05",10.296,13.972,10.574,10.833,11.449,13.455,12.655,14.205,9.78,11.136
"5242",1971-05-09,9.85,"05",11.696,15.372,11.974,12.233,12.849,14.855,14.055,15.605,11.18,12.536
"5243",1971-05-10,10.85,"05",12.696,16.372,12.974,13.233,13.849,15.855,15.055,16.605,12.18,13.536
"5244",1971-05-11,9.45,"05",11.296,14.972,11.574,11.833,12.449,14.455,13.655,15.205,10.78,12.136
"5245",1971-05-12,11.15,"05",12.996,16.672,13.274,13.533,14.149,16.155,15.355,16.905,12.48,13.836
"5246",1971-05-13,9.75,"05",11.596,15.272,11.874,12.133,12.749,14.755,13.955,15.505,11.08,12.436
"5247",1971-05-14,10.85,"05",12.696,16.372,12.974,13.233,13.849,15.855,15.055,16.605,12.18,13.536
"5248",1971-05-15,10.25,"05",12.096,15.772,12.374,12.633,13.249,15.255,14.455,16.005,11.58,12.936
"5249",1971-05-16,9.35,"05",11.196,14.872,11.474,11.733,12.349,14.355,13.555,15.105,10.68,12.036
"5250",1971-05-17,8.75,"05",10.596,14.272,10.874,11.133,11.749,13.755,12.955,14.505,10.08,11.436
"5251",1971-05-18,10.05,"05",11.896,15.572,12.174,12.433,13.049,15.055,14.255,15.805,11.38,12.736
"5252",1971-05-19,8.45,"05",10.296,13.972,10.574,10.833,11.449,13.455,12.655,14.205,9.78,11.136
"5253",1971-05-20,7.75,"05",9.596,13.272,9.874,10.133,10.749,12.755,11.955,13.505,9.08,10.436
"5254",1971-05-21,7.35,"05",9.196,12.872,9.474,9.733,10.349,12.355,11.555,13.105,8.68,10.036
"5255",1971-05-22,10.15,"05",11.996,15.672,12.274,12.533,13.149,15.155,14.355,15.905,11.48,12.836
"5256",1971-05-23,8.75,"05",10.596,14.272,10.874,11.133,11.749,13.755,12.955,14.505,10.08,11.436
"5257",1971-05-24,8.25,"05",10.096,13.772,10.374,10.633,11.249,13.255,12.455,14.005,9.58,10.936
"5258",1971-05-25,7.45,"05",9.296,12.972,9.574,9.833,10.449,12.455,11.655,13.205,8.78,10.136
"5259",1971-05-26,7.15,"05",8.996,12.672,9.274,9.533,10.149,12.155,11.355,12.905,8.48,9.836
"5260",1971-05-27,6.25,"05",8.096,11.772,8.374,8.633,9.249,11.255,10.455,12.005,7.58,8.936
"5261",1971-05-28,7.35,"05",9.196,12.872,9.474,9.733,10.349,12.355,11.555,13.105,8.68,10.036
"5262",1971-05-29,11.75,"05",13.596,17.272,13.874,14.133,14.749,16.755,15.955,17.505,13.08,14.436
"5263",1971-05-30,10.65,"05",12.496,16.172,12.774,13.033,13.649,15.655,14.855,16.405,11.98,13.336
"5264",1971-05-31,11.75,"05",13.596,17.272,13.874,14.133,14.749,16.755,15.955,17.505,13.08,14.436
"5265",1971-06-01,14.05,"06",15.388,18.297,16.361,15.839,17.143,17.282,16.558,19.248,15.424,15.914
"5266",1971-06-02,15.25,"06",16.588,19.497,17.561,17.039,18.343,18.482,17.758,20.448,16.624,17.114
"5267",1971-06-03,16.55,"06",17.888,20.797,18.861,18.339,19.643,19.782,19.058,21.748,17.924,18.414
"5268",1971-06-04,16.65,"06",17.988,20.897,18.961,18.439,19.743,19.882,19.158,21.848,18.024,18.514
"5269",1971-06-05,16.25,"06",17.588,20.497,18.561,18.039,19.343,19.482,18.758,21.448,17.624,18.114
"5270",1971-06-06,15.35,"06",16.688,19.597,17.661,17.139,18.443,18.582,17.858,20.548,16.724,17.214
"5271",1971-06-07,15.15,"06",16.488,19.397,17.461,16.939,18.243,18.382,17.658,20.348,16.524,17.014
"5272",1971-06-08,14.15,"06",15.488,18.397,16.461,15.939,17.243,17.382,16.658,19.348,15.524,16.014
"5273",1971-06-09,10.45,"06",11.788,14.697,12.761,12.239,13.543,13.682,12.958,15.648,11.824,12.314
"5274",1971-06-10,9.65,"06",10.988,13.897,11.961,11.439,12.743,12.882,12.158,14.848,11.024,11.514
"5275",1971-06-11,10.25,"06",11.588,14.497,12.561,12.039,13.343,13.482,12.758,15.448,11.624,12.114
"5276",1971-06-12,13.55,"06",14.888,17.797,15.861,15.339,16.643,16.782,16.058,18.748,14.924,15.414
"5277",1971-06-13,13.95,"06",15.288,18.197,16.261,15.739,17.043,17.182,16.458,19.148,15.324,15.814
"5278",1971-06-14,12.15,"06",13.488,16.397,14.461,13.939,15.243,15.382,14.658,17.348,13.524,14.014
"5279",1971-06-15,9.15,"06",10.488,13.397,11.461,10.939,12.243,12.382,11.658,14.348,10.524,11.014
"5280",1971-06-16,9.55,"06",10.888,13.797,11.861,11.339,12.643,12.782,12.058,14.748,10.924,11.414
"5281",1971-06-17,8.95,"06",10.288,13.197,11.261,10.739,12.043,12.182,11.458,14.148,10.324,10.814
"5282",1971-06-18,8.15,"06",9.488,12.397,10.461,9.939,11.243,11.382,10.658,13.348,9.524,10.014
"5283",1971-06-19,8.35,"06",9.688,12.597,10.661,10.139,11.443,11.582,10.858,13.548,9.724,10.214
"5284",1971-06-20,9.85,"06",11.188,14.097,12.161,11.639,12.943,13.082,12.358,15.048,11.224,11.714
"5285",1971-06-21,9.45,"06",10.788,13.697,11.761,11.239,12.543,12.682,11.958,14.648,10.824,11.314
"5286",1971-06-22,9.05,"06",10.388,13.297,11.361,10.839,12.143,12.282,11.558,14.248,10.424,10.914
"5287",1971-06-23,10.15,"06",11.488,14.397,12.461,11.939,13.243,13.382,12.658,15.348,11.524,12.014
"5288",1971-06-24,12.85,"06",14.188,17.097,15.161,14.639,15.943,16.082,15.358,18.048,14.224,14.714
"5289",1971-06-25,11.75,"06",13.088,15.997,14.061,13.539,14.843,14.982,14.258,16.948,13.124,13.614
"5290",1971-06-26,12.75,"06",14.088,16.997,15.061,14.539,15.843,15.982,15.258,17.948,14.124,14.614
"5291",1971-06-27,12.45,"06",13.788,16.697,14.761,14.239,15.543,15.682,14.958,17.648,13.824,14.314
"5292",1971-06-28,12.75,"06",14.088,16.997,15.061,14.539,15.843,15.982,15.258,17.948,14.124,14.614
"5293",1971-06-29,11.35,"06",12.688,15.597,13.661,13.139,14.443,14.582,13.858,16.548,12.724,13.214
"5294",1971-06-30,12.25,"06",13.588,16.497,14.561,14.039,15.343,15.482,14.758,17.448,13.624,14.114
"5295",1971-07-01,15.05,"07",17.142,17.323,17.382,16.715,17.287,17.526,18.432,18.367,16.152,16.339
"5296",1971-07-02,17.35,"07",19.442,19.623,19.682,19.015,19.587,19.826,20.732,20.667,18.452,18.639
"5297",1971-07-03,19.25,"07",21.342,21.523,21.582,20.915,21.487,21.726,22.632,22.567,20.352,20.539
"5298",1971-07-04,19.65,"07",21.742,21.923,21.982,21.315,21.887,22.126,23.032,22.967,20.752,20.939
"5299",1971-07-05,19.35,"07",21.442,21.623,21.682,21.015,21.587,21.826,22.732,22.667,20.452,20.639
"5300",1971-07-06,18.45,"07",20.542,20.723,20.782,20.115,20.687,20.926,21.832,21.767,19.552,19.739
"5301",1971-07-07,16.95,"07",19.042,19.223,19.282,18.615,19.187,19.426,20.332,20.267,18.052,18.239
"5302",1971-07-08,19.15,"07",21.242,21.423,21.482,20.815,21.387,21.626,22.532,22.467,20.252,20.439
"5303",1971-07-09,20.15,"07",22.242,22.423,22.482,21.815,22.387,22.626,23.532,23.467,21.252,21.439
"5304",1971-07-10,18.45,"07",20.542,20.723,20.782,20.115,20.687,20.926,21.832,21.767,19.552,19.739
"5305",1971-07-11,17.25,"07",19.342,19.523,19.582,18.915,19.487,19.726,20.632,20.567,18.352,18.539
"5306",1971-07-12,15.55,"07",17.642,17.823,17.882,17.215,17.787,18.026,18.932,18.867,16.652,16.839
"5307",1971-07-13,13.15,"07",15.242,15.423,15.482,14.815,15.387,15.626,16.532,16.467,14.252,14.439
"5308",1971-07-14,12.55,"07",14.642,14.823,14.882,14.215,14.787,15.026,15.932,15.867,13.652,13.839
"5309",1971-07-15,12.25,"07",14.342,14.523,14.582,13.915,14.487,14.726,15.632,15.567,13.352,13.539
"5310",1971-07-16,11.35,"07",13.442,13.623,13.682,13.015,13.587,13.826,14.732,14.667,12.452,12.639
"5311",1971-07-17,10.55,"07",12.642,12.823,12.882,12.215,12.787,13.026,13.932,13.867,11.652,11.839
"5312",1971-07-18,13.85,"07",15.942,16.123,16.182,15.515,16.087,16.326,17.232,17.167,14.952,15.139
"5313",1971-07-19,13.15,"07",15.242,15.423,15.482,14.815,15.387,15.626,16.532,16.467,14.252,14.439
"5314",1971-07-20,12.75,"07",14.842,15.023,15.082,14.415,14.987,15.226,16.132,16.067,13.852,14.039
"5315",1971-07-21,11.25,"07",13.342,13.523,13.582,12.915,13.487,13.726,14.632,14.567,12.352,12.539
"5316",1971-07-22,10.45,"07",12.542,12.723,12.782,12.115,12.687,12.926,13.832,13.767,11.552,11.739
"5317",1971-07-23,9.85,"07",11.942,12.123,12.182,11.515,12.087,12.326,13.232,13.167,10.952,11.139
"5318",1971-07-24,12.05,"07",14.142,14.323,14.382,13.715,14.287,14.526,15.432,15.367,13.152,13.339
"5319",1971-07-25,11.85,"07",13.942,14.123,14.182,13.515,14.087,14.326,15.232,15.167,12.952,13.139
"5320",1971-07-26,13.55,"07",15.642,15.823,15.882,15.215,15.787,16.026,16.932,16.867,14.652,14.839
"5321",1971-07-27,13.45,"07",15.542,15.723,15.782,15.115,15.687,15.926,16.832,16.767,14.552,14.739
"5322",1971-07-28,14.75,"07",16.842,17.023,17.082,16.415,16.987,17.226,18.132,18.067,15.852,16.039
"5323",1971-07-29,16.45,"07",18.542,18.723,18.782,18.115,18.687,18.926,19.832,19.767,17.552,17.739
"5324",1971-07-30,18.05,"07",20.142,20.323,20.382,19.715,20.287,20.526,21.432,21.367,19.152,19.339
"5325",1971-07-31,15.85,"07",17.942,18.123,18.182,17.515,18.087,18.326,19.232,19.167,16.952,17.139
"5326",1971-08-01,15.15,"08",16.765,16.49,17.751,17.554,17.106,17.728,18.761,18.169,16.61,16.467
"5327",1971-08-02,13.35,"08",14.965,14.69,15.951,15.754,15.306,15.928,16.961,16.369,14.81,14.667
"5328",1971-08-03,14.55,"08",16.165,15.89,17.151,16.954,16.506,17.128,18.161,17.569,16.01,15.867
"5329",1971-08-04,16.35,"08",17.965,17.69,18.951,18.754,18.306,18.928,19.961,19.369,17.81,17.667
"5330",1971-08-05,14.85,"08",16.465,16.19,17.451,17.254,16.806,17.428,18.461,17.869,16.31,16.167
"5331",1971-08-06,14.75,"08",16.365,16.09,17.351,17.154,16.706,17.328,18.361,17.769,16.21,16.067
"5332",1971-08-07,14.55,"08",16.165,15.89,17.151,16.954,16.506,17.128,18.161,17.569,16.01,15.867
"5333",1971-08-08,13.95,"08",15.565,15.29,16.551,16.354,15.906,16.528,17.561,16.969,15.41,15.267
"5334",1971-08-09,12.65,"08",14.265,13.99,15.251,15.054,14.606,15.228,16.261,15.669,14.11,13.967
"5335",1971-08-10,12.05,"08",13.665,13.39,14.651,14.454,14.006,14.628,15.661,15.069,13.51,13.367
"5336",1971-08-11,10.65,"08",12.265,11.99,13.251,13.054,12.606,13.228,14.261,13.669,12.11,11.967
"5337",1971-08-12,10.65,"08",12.265,11.99,13.251,13.054,12.606,13.228,14.261,13.669,12.11,11.967
"5338",1971-08-13,10.85,"08",12.465,12.19,13.451,13.254,12.806,13.428,14.461,13.869,12.31,12.167
"5339",1971-08-14,10.55,"08",12.165,11.89,13.151,12.954,12.506,13.128,14.161,13.569,12.01,11.867
"5340",1971-08-15,11.45,"08",13.065,12.79,14.051,13.854,13.406,14.028,15.061,14.469,12.91,12.767
"5341",1971-08-16,12.75,"08",14.365,14.09,15.351,15.154,14.706,15.328,16.361,15.769,14.21,14.067
"5342",1971-08-17,12.45,"08",14.065,13.79,15.051,14.854,14.406,15.028,16.061,15.469,13.91,13.767
"5343",1971-08-18,13.95,"08",15.565,15.29,16.551,16.354,15.906,16.528,17.561,16.969,15.41,15.267
"5344",1971-08-19,13.15,"08",14.765,14.49,15.751,15.554,15.106,15.728,16.761,16.169,14.61,14.467
