date        time     1OBSRUNOF 1SIMRUNOF 
dd.mm.yyyy  hh:mm:ss        mm        mm 
27.05.2001  00:00:00     1.042     1.650 
28.05.2001  00:00:00     0.928     1.513 
29.05.2001  00:00:00     0.869     1.575 
30.05.2001  00:00:00     0.858     1.682 
31.05.2001  00:00:00     0.917     2.039 
01.06.2001  00:00:00     1.064     2.375 
02.06.2001  00:00:00     1.060     2.237 
03.06.2001  00:00:00     0.988     1.991 
04.06.2001  00:00:00     0.872     1.767 
05.06.2001  00:00:00     0.754     1.561 
06.06.2001  00:00:00     0.685     1.373 
07.06.2001  00:00:00     0.650     1.284 
08.06.2001  00:00:00     0.650     1.462 
09.06.2001  00:00:00     0.650     1.543 
10.06.2001  00:00:00     0.650     1.366 
11.06.2001  00:00:00     0.650     1.212 
12.06.2001  00:00:00     0.650     1.070 
13.06.2001  00:00:00     0.609     0.926 
14.06.2001  00:00:00     0.527     0.794 
15.06.2001  00:00:00     0.502     0.673 
16.06.2001  00:00:00     0.445     0.562 
17.06.2001  00:00:00     0.433     0.471 
18.06.2001  00:00:00     0.410     0.438 
19.06.2001  00:00:00     0.373     0.400 
20.06.2001  00:00:00     0.384     0.362 
21.06.2001  00:00:00     0.483     0.685 
22.06.2001  00:00:00     0.751     1.439 
23.06.2001  00:00:00     0.877     1.753 
24.06.2001  00:00:00     0.962     1.555 
25.06.2001  00:00:00     1.060     1.525 
26.06.2001  00:00:00     1.024     1.493 
27.06.2001  00:00:00     0.914     1.315 
28.06.2001  00:00:00     0.828     1.165 
29.06.2001  00:00:00     0.767     1.030 
30.06.2001  00:00:00     0.834     1.076 
01.07.2001  00:00:00     2.559     1.824 
02.07.2001  00:00:00     4.019     2.318 
03.07.2001  00:00:00     3.409     2.047 
04.07.2001  00:00:00     2.496     1.819 
05.07.2001  00:00:00     1.884     1.610 
06.07.2001  00:00:00     1.452     1.418 
07.07.2001  00:00:00     1.157     1.243 
08.07.2001  00:00:00     0.942     1.085 
09.07.2001  00:00:00     0.845     1.196 
10.07.2001  00:00:00     0.751     1.287 
11.07.2001  00:00:00     0.818     1.345 
12.07.2001  00:00:00     1.460     1.846 
13.07.2001  00:00:00     3.541     2.452 
14.07.2001  00:00:00     4.394     2.599 
15.07.2001  00:00:00     3.925     2.974 
16.07.2001  00:00:00     3.362     2.951 
17.07.2001  00:00:00     2.790     2.283 
18.07.2001  00:00:00     2.306     2.031 
19.07.2001  00:00:00     1.909     1.829 
20.07.2001  00:00:00     1.599     1.726 
21.07.2001  00:00:00     1.370     1.603 
22.07.2001  00:00:00     1.331     1.496 
23.07.2001  00:00:00     1.426     1.455 
24.07.2001  00:00:00     1.648     1.336 
25.07.2001  00:00:00     1.798     1.168 
26.07.2001  00:00:00     1.681     1.015 
27.07.2001  00:00:00     1.457     0.874 
28.07.2001  00:00:00     1.243     0.747 
29.07.2001  00:00:00     1.061     0.630 
30.07.2001  00:00:00     0.890     0.524 
31.07.2001  00:00:00     0.751     0.426 
01.08.2001  00:00:00     0.649     0.368 
02.08.2001  00:00:00     0.515     0.312 
03.08.2001  00:00:00     0.485     0.279 
04.08.2001  00:00:00     0.502     0.404 
05.08.2001  00:00:00     0.502     0.488 
06.08.2001  00:00:00     0.502     0.404 
07.08.2001  00:00:00     0.502     0.344 
08.08.2001  00:00:00     0.570     0.305 
09.08.2001  00:00:00     1.637     0.954 
10.08.2001  00:00:00     4.125     1.777 
11.08.2001  00:00:00     4.952     1.836 
12.08.2001  00:00:00     4.383     2.016 
13.08.2001  00:00:00     3.972     2.166 
14.08.2001  00:00:00     3.471     1.934 
15.08.2001  00:00:00     2.848     1.723 
16.08.2001  00:00:00     2.566     1.527 
17.08.2001  00:00:00     3.031     1.790 
18.08.2001  00:00:00     3.090     2.036 
19.08.2001  00:00:00     2.895     1.833 
20.08.2001  00:00:00     3.576     2.867 
21.08.2001  00:00:00     4.757     3.953 
22.08.2001  00:00:00     4.526     2.749 
23.08.2001  00:00:00     3.569     2.240 
24.08.2001  00:00:00     2.753     1.998 
25.08.2001  00:00:00     2.261     2.035 
26.08.2001  00:00:00     2.065     2.174 
27.08.2001  00:00:00     1.908     2.067 
28.08.2001  00:00:00     1.756     1.859 
29.08.2001  00:00:00     1.541     1.651 
30.08.2001  00:00:00     1.335     1.462 
31.08.2001  00:00:00     1.178     1.290 
01.09.2001  00:00:00     1.148     1.395 
02.09.2001  00:00:00     1.171     1.557 
03.09.2001  00:00:00     1.422     1.546 
04.09.2001  00:00:00     1.739     1.461 
05.09.2001  00:00:00     1.819     1.404 
06.09.2001  00:00:00     1.798     1.349 
07.09.2001  00:00:00     1.607     1.190 
08.09.2001  00:00:00     1.378     1.045 
09.09.2001  00:00:00     1.228     0.952 
10.09.2001  00:00:00     1.035     0.878 
11.09.2001  00:00:00     0.928     0.823 
12.09.2001  00:00:00     0.824     0.805 
13.09.2001  00:00:00     0.780     0.997 
14.09.2001  00:00:00     0.807     1.287 
15.09.2001  00:00:00     0.811     1.298 
16.09.2001  00:00:00     0.982     1.571 
17.09.2001  00:00:00     1.379     1.813 
18.09.2001  00:00:00     1.706     1.730 
19.09.2001  00:00:00     1.819     1.892 
20.09.2001  00:00:00     1.882     2.114 
21.09.2001  00:00:00     1.979     2.069 
22.09.2001  00:00:00     2.034     1.882 
23.09.2001  00:00:00     2.089     1.711 
24.09.2001  00:00:00     2.004     1.577 
25.09.2001  00:00:00     1.802     1.454 
26.09.2001  00:00:00     1.453     1.291 
27.09.2001  00:00:00     1.353     1.440 
28.09.2001  00:00:00     1.293     1.633 
29.09.2001  00:00:00     1.182     1.520 
30.09.2001  00:00:00     1.190     1.433 
01.10.2001  00:00:00     4.813     3.552 
02.10.2001  00:00:00    13.951    12.911 
03.10.2001  00:00:00    13.780    15.857 
04.10.2001  00:00:00    11.195    11.245 
05.10.2001  00:00:00     8.681     8.761 
06.10.2001  00:00:00     6.050     6.214 
07.10.2001  00:00:00    11.796    13.187 
08.10.2001  00:00:00    24.228    22.381 
09.10.2001  00:00:00    31.810    29.847 
10.10.2001  00:00:00    29.954    31.640 
11.10.2001  00:00:00    20.276    22.646 
12.10.2001  00:00:00    12.350    14.270 
13.10.2001  00:00:00     8.199     9.678 
14.10.2001  00:00:00     5.853     6.960 
15.10.2001  00:00:00     4.602     4.899 
16.10.2001  00:00:00     5.999     6.408 
17.10.2001  00:00:00     8.702     8.598 
18.10.2001  00:00:00     7.739     7.285 
19.10.2001  00:00:00     5.488     5.049 
20.10.2001  00:00:00     3.959     3.489 
21.10.2001  00:00:00     3.072     2.595 
22.10.2001  00:00:00     2.476     2.324 
23.10.2001  00:00:00     2.057     2.094 
24.10.2001  00:00:00     1.883     1.985 
25.10.2001  00:00:00     2.667     2.478 
26.10.2001  00:00:00     5.837     4.915 
27.10.2001  00:00:00    17.856    12.645 
28.10.2001  00:00:00    20.871    16.989 
29.10.2001  00:00:00    11.142    11.130 
30.10.2001  00:00:00     8.874     9.366 
31.10.2001  00:00:00     8.361     9.681 
01.11.2001  00:00:00     8.407     8.310 
02.11.2001  00:00:00     5.996     5.900 
03.11.2001  00:00:00     4.832     4.199 
04.11.2001  00:00:00     3.671     3.048 
05.11.2001  00:00:00     2.959     2.820 
06.11.2001  00:00:00     2.521     3.065 
07.11.2001  00:00:00     2.247     2.789 
08.11.2001  00:00:00     1.982     2.467 
09.11.2001  00:00:00     1.731     2.227 
10.11.2001  00:00:00     1.558     2.027 
11.11.2001  00:00:00     1.656     2.241 
12.11.2001  00:00:00     1.939     2.438 
13.11.2001  00:00:00     2.025     2.230 
14.11.2001  00:00:00     1.921     2.011 
15.11.2001  00:00:00     1.656     1.830 
16.11.2001  00:00:00     1.453     1.668 
17.11.2001  00:00:00     1.293     1.504 
18.11.2001  00:00:00     1.190     1.353 
19.11.2001  00:00:00     1.101     1.217 
20.11.2001  00:00:00     0.974     1.093 
21.11.2001  00:00:00     0.935     1.127 
22.11.2001  00:00:00     0.974     1.533 
23.11.2001  00:00:00     0.974     1.746 
24.11.2001  00:00:00     0.974     1.573 
25.11.2001  00:00:00     0.974     1.418 
26.11.2001  00:00:00     1.068     1.726 
27.11.2001  00:00:00     1.503     1.989 
28.11.2001  00:00:00     2.061     1.818 
29.11.2001  00:00:00     2.346     1.687 
30.11.2001  00:00:00     3.288     1.738 
01.12.2001  00:00:00    11.899     5.199 
02.12.2001  00:00:00    26.535    16.860 
03.12.2001  00:00:00    18.843    16.937 
04.12.2001  00:00:00    10.653    10.309 
05.12.2001  00:00:00     7.451     8.262 
06.12.2001  00:00:00     5.286     6.209 
07.12.2001  00:00:00     3.829     4.318 
08.12.2001  00:00:00     2.973     3.022 
09.12.2001  00:00:00     3.321     3.645 
10.12.2001  00:00:00     4.793     5.359 
11.12.2001  00:00:00     5.677     5.822 
12.12.2001  00:00:00     5.117     4.780 
13.12.2001  00:00:00     3.949     3.334 
14.12.2001  00:00:00     2.970     2.607 
15.12.2001  00:00:00     2.357     2.356 
16.12.2001  00:00:00     1.901     2.129 
17.12.2001  00:00:00     1.598     1.924 
18.12.2001  00:00:00     1.371     1.738 
19.12.2001  00:00:00     1.163     1.610 
20.12.2001  00:00:00     1.002     1.492 
21.12.2001  00:00:00     0.928     1.348 
22.12.2001  00:00:00     0.807     1.217 
23.12.2001  00:00:00     0.650     1.099 
24.12.2001  00:00:00     0.609     0.993 
25.12.2001  00:00:00     0.572     0.896 
26.12.2001  00:00:00     0.502     0.810 
27.12.2001  00:00:00     0.471     0.759 
28.12.2001  00:00:00     0.404     0.706 
29.12.2001  00:00:00     0.385     0.658 
30.12.2001  00:00:00     0.364     0.612 
31.12.2001  00:00:00     0.344     0.570 
01.01.2002  00:00:00     0.318     0.530 
02.01.2002  00:00:00     0.308     0.578 
03.01.2002  00:00:00     0.308     0.607 
04.01.2002  00:00:00     0.308     0.543 
05.01.2002  00:00:00     0.279     0.510 
06.01.2002  00:00:00     0.258     0.475 
07.01.2002  00:00:00     0.249     0.442 
08.01.2002  00:00:00     0.235     0.411 
09.01.2002  00:00:00     0.235     0.411 
10.01.2002  00:00:00     0.225     0.451 
11.01.2002  00:00:00     0.213     0.628 
12.01.2002  00:00:00     0.216     0.859 
13.01.2002  00:00:00     0.235     1.044 
14.01.2002  00:00:00     0.287     1.320 
15.01.2002  00:00:00     0.553     2.005 
16.01.2002  00:00:00     1.688     2.539 
17.01.2002  00:00:00     2.999     2.534 
18.01.2002  00:00:00     5.141     4.591 
19.01.2002  00:00:00     7.074     5.634 
20.01.2002  00:00:00     7.108     5.214 
21.01.2002  00:00:00     8.609     7.966 
22.01.2002  00:00:00    10.072    11.610 
23.01.2002  00:00:00    15.124    16.175 
24.01.2002  00:00:00    12.973    12.993 
25.01.2002  00:00:00     7.704     8.234 
26.01.2002  00:00:00     4.976     5.707 
27.01.2002  00:00:00     3.555     3.947 
28.01.2002  00:00:00     3.569     2.786 
29.01.2002  00:00:00     7.247     4.658 
30.01.2002  00:00:00     8.817     5.744 
31.01.2002  00:00:00     6.733     4.023 
01.02.2002  00:00:00     5.276     3.391 
02.02.2002  00:00:00    14.270     9.832 
03.02.2002  00:00:00    27.977    21.900 
04.02.2002  00:00:00    26.705    27.051 
05.02.2002  00:00:00    24.631    26.572 
06.02.2002  00:00:00    23.068    21.114 
07.02.2002  00:00:00    21.505    13.518 
08.02.2002  00:00:00    19.941     9.170 
09.02.2002  00:00:00    18.378    10.386 
10.02.2002  00:00:00    16.815    14.534 
11.02.2002  00:00:00    15.251    11.767 
12.02.2002  00:00:00    13.688     9.939 
13.02.2002  00:00:00    12.125     8.500 
14.02.2002  00:00:00    10.562     5.922 
15.02.2002  00:00:00     8.998     4.120 
16.02.2002  00:00:00     7.435     3.414 
17.02.2002  00:00:00     5.872     3.671 
18.02.2002  00:00:00     4.308     5.066 
19.02.2002  00:00:00     2.685     5.118 
20.02.2002  00:00:00     2.559     3.564 
21.02.2002  00:00:00     2.171     2.674 
22.02.2002  00:00:00     2.025     2.402 
23.02.2002  00:00:00     1.883     2.173 
24.02.2002  00:00:00     1.595     1.965 
25.02.2002  00:00:00     1.430     1.776 
26.02.2002  00:00:00     1.281     1.605 
27.02.2002  00:00:00     1.148     1.450 
28.02.2002  00:00:00     1.049     1.311 
01.03.2002  00:00:00     0.928     1.184 
02.03.2002  00:00:00     0.889     1.070 
03.03.2002  00:00:00     0.795     0.967 
04.03.2002  00:00:00     0.727     0.875 
05.03.2002  00:00:00     0.801     1.151 
06.03.2002  00:00:00     2.499     4.505 
07.03.2002  00:00:00     6.290     8.222 
08.03.2002  00:00:00     6.361     6.293 
09.03.2002  00:00:00     6.536     6.444 
10.03.2002  00:00:00     6.216     6.493 
11.03.2002  00:00:00     4.990     4.841 
12.03.2002  00:00:00     3.879     5.063 
13.03.2002  00:00:00     3.324     6.703 
14.03.2002  00:00:00     2.838     6.261 
15.03.2002  00:00:00     2.406     4.377 
16.03.2002  00:00:00     2.043     3.082 
17.03.2002  00:00:00     1.802     2.573 
18.03.2002  00:00:00     1.598     2.386 
19.03.2002  00:00:00     1.809     3.022 
20.03.2002  00:00:00     2.536     4.219 
21.03.2002  00:00:00     2.837     3.753 
22.03.2002  00:00:00     2.766     2.872 
23.03.2002  00:00:00     2.347     2.522 
24.03.2002  00:00:00     2.034     2.308 
25.03.2002  00:00:00     1.781     2.104 
26.03.2002  00:00:00     1.618     1.990 
27.03.2002  00:00:00     1.676     2.003 
28.03.2002  00:00:00     1.785     2.067 
29.03.2002  00:00:00     2.066     2.126 
30.03.2002  00:00:00     2.324     2.117 
31.03.2002  00:00:00     2.516     2.070 
01.04.2002  00:00:00     2.605     2.306 
02.04.2002  00:00:00     3.119     3.702 
03.04.2002  00:00:00     4.733     5.861 
04.04.2002  00:00:00     6.529     6.298 
05.04.2002  00:00:00     6.704     5.951 
06.04.2002  00:00:00     6.138     5.039 
07.04.2002  00:00:00     5.083     4.194 
08.04.2002  00:00:00     4.190     4.214 
09.04.2002  00:00:00     3.845     4.143 
10.04.2002  00:00:00     3.546     3.728 
11.04.2002  00:00:00     3.042     3.004 
12.04.2002  00:00:00     2.591     2.574 
13.04.2002  00:00:00     2.238     2.443 
14.04.2002  00:00:00     1.999     2.465 
15.04.2002  00:00:00     1.883     2.622 
16.04.2002  00:00:00     1.900     2.702 
17.04.2002  00:00:00     1.977     2.624 
18.04.2002  00:00:00     2.025     2.499 
19.04.2002  00:00:00     1.925     2.339 
20.04.2002  00:00:00     1.777     2.215 
21.04.2002  00:00:00     1.590     2.130 
22.04.2002  00:00:00     1.521     2.112 
23.04.2002  00:00:00     1.578     2.578 
24.04.2002  00:00:00     1.664     3.201 
25.04.2002  00:00:00     1.840     2.897 
26.04.2002  00:00:00     1.908     2.589 
27.04.2002  00:00:00     1.921     3.112 
28.04.2002  00:00:00     1.870     3.258 
29.04.2002  00:00:00     3.455     4.421 
30.04.2002  00:00:00     9.434     8.533 
01.05.2002  00:00:00    24.279    22.902 
02.05.2002  00:00:00    24.713    24.378 
03.05.2002  00:00:00    14.542    14.112 
04.05.2002  00:00:00     8.468     9.528 
05.05.2002  00:00:00     5.541     6.832 
06.05.2002  00:00:00     3.929     5.014 
07.05.2002  00:00:00     2.931     3.757 
08.05.2002  00:00:00     2.284     2.852 
09.05.2002  00:00:00     1.841     2.480 
10.05.2002  00:00:00     1.490     2.297 
11.05.2002  00:00:00     1.232     2.126 
12.05.2002  00:00:00     1.060     1.991 
13.05.2002  00:00:00     0.924     1.853 
14.05.2002  00:00:00     0.811     1.677 
15.05.2002  00:00:00     0.807     1.825 
16.05.2002  00:00:00     0.807     1.979 
17.05.2002  00:00:00     0.804     1.805 
18.05.2002  00:00:00     0.737     1.609 
19.05.2002  00:00:00     0.727     1.426 
20.05.2002  00:00:00     0.698     1.369 
21.05.2002  00:00:00     0.650     1.339 
22.05.2002  00:00:00     0.597     1.214 
23.05.2002  00:00:00     0.706     1.594 
24.05.2002  00:00:00     1.298     2.123 
25.05.2002  00:00:00     2.315     2.490 
26.05.2002  00:00:00     3.259     2.824 
27.05.2002  00:00:00     3.547     3.014 
28.05.2002  00:00:00     4.466     3.094 
29.05.2002  00:00:00     4.460     2.523 
30.05.2002  00:00:00     4.162     2.469 
31.05.2002  00:00:00     4.331     3.241 
01.06.2002  00:00:00     4.663     3.364 
02.06.2002  00:00:00     3.848     2.600 
03.06.2002  00:00:00     2.989     2.222 
04.06.2002  00:00:00     2.352     1.976 
05.06.2002  00:00:00     1.909     1.882 
06.06.2002  00:00:00     1.542     1.793 
07.06.2002  00:00:00     1.263     1.584 
08.06.2002  00:00:00     1.031     1.393 
09.06.2002  00:00:00     0.862     1.219 
10.06.2002  00:00:00     0.695     1.060 
11.06.2002  00:00:00     0.721     1.424 
12.06.2002  00:00:00     0.794     1.780 
13.06.2002  00:00:00     0.986     1.693 
14.06.2002  00:00:00     1.119     1.572 
15.06.2002  00:00:00     1.186     1.577 
16.06.2002  00:00:00     1.277     1.602 
17.06.2002  00:00:00     1.239     1.454 
18.06.2002  00:00:00     1.262     1.341 
19.06.2002  00:00:00     1.378     1.473 
20.06.2002  00:00:00     1.343     1.540 
21.06.2002  00:00:00     1.274     1.360 
22.06.2002  00:00:00     1.218     1.197 
23.06.2002  00:00:00     1.199     1.387 
24.06.2002  00:00:00     1.179     1.674 
25.06.2002  00:00:00     1.160     1.599 
26.06.2002  00:00:00     1.140     1.412 
27.06.2002  00:00:00     1.121     1.406 
28.06.2002  00:00:00     1.101     1.408 
29.06.2002  00:00:00     1.082     1.440 
30.06.2002  00:00:00     1.062     1.473 
01.07.2002  00:00:00     1.043     1.441 
02.07.2002  00:00:00     1.023     1.530 
03.07.2002  00:00:00     1.004     1.577 
04.07.2002  00:00:00     0.984     1.595 
05.07.2002  00:00:00     0.965     1.638 
06.07.2002  00:00:00     0.945     1.557 
07.07.2002  00:00:00     0.926     1.371 
08.07.2002  00:00:00     0.906     1.228 
09.07.2002  00:00:00     0.887     1.878 
10.07.2002  00:00:00     0.867     3.815 
11.07.2002  00:00:00     0.848     7.451 
12.07.2002  00:00:00     0.828     8.940 
13.07.2002  00:00:00     0.809     6.727 
14.07.2002  00:00:00     0.789     4.620 
15.07.2002  00:00:00     0.770     3.166 
16.07.2002  00:00:00     0.750     2.358 
17.07.2002  00:00:00     0.731     2.091 
18.07.2002  00:00:00     0.711     1.854 
19.07.2002  00:00:00     0.692     1.638 
20.07.2002  00:00:00     0.672     1.441 
21.07.2002  00:00:00     0.653     1.261 
22.07.2002  00:00:00     0.633     1.098 
23.07.2002  00:00:00     0.614     0.950 
24.07.2002  00:00:00     0.594     0.814 
25.07.2002  00:00:00     0.575     0.689 
26.07.2002  00:00:00     0.555     0.576 
27.07.2002  00:00:00     0.536     0.471 
28.07.2002  00:00:00     0.516     0.396 
29.07.2002  00:00:00     0.497     0.338 
30.07.2002  00:00:00     0.477     0.286 
31.07.2002  00:00:00     0.458     0.241 
01.08.2002  00:00:00     0.438     0.202 
02.08.2002  00:00:00     0.419     0.169 
03.08.2002  00:00:00     0.399     0.488 
04.08.2002  00:00:00     0.380     0.784 
05.08.2002  00:00:00     0.361     0.704 
06.08.2002  00:00:00     0.341     0.604 
07.08.2002  00:00:00     0.322     0.512 
08.08.2002  00:00:00     0.302     0.426 
09.08.2002  00:00:00     0.283     0.344 
10.08.2002  00:00:00     0.263     0.298 
11.08.2002  00:00:00     0.244     0.270 
12.08.2002  00:00:00     0.224     0.257 
13.08.2002  00:00:00     0.206     0.237 
14.08.2002  00:00:00     0.181     0.202 
15.08.2002  00:00:00     0.163     0.171 
16.08.2002  00:00:00     0.150     0.145 
17.08.2002  00:00:00     0.130     0.122 
18.08.2002  00:00:00     0.118     0.103 
19.08.2002  00:00:00     0.103     0.087 
20.08.2002  00:00:00     0.215     0.693 
21.08.2002  00:00:00     0.298     1.374 
22.08.2002  00:00:00     0.308     1.373 
23.08.2002  00:00:00     0.289     1.215 
24.08.2002  00:00:00     0.252     1.070 
25.08.2002  00:00:00     0.224     0.938 
26.08.2002  00:00:00     0.204     0.817 
27.08.2002  00:00:00     0.185     0.706 
28.08.2002  00:00:00     0.174     0.605 
29.08.2002  00:00:00     0.164     0.512 
30.08.2002  00:00:00     0.157     0.508 
31.08.2002  00:00:00     0.178     0.816 
01.09.2002  00:00:00     0.174     1.008 
02.09.2002  00:00:00     0.165     0.880 
03.09.2002  00:00:00     0.148     0.763 
04.09.2002  00:00:00     0.155     0.657 
05.09.2002  00:00:00     0.289     1.362 
06.09.2002  00:00:00     0.643     2.934 
07.09.2002  00:00:00     1.200     4.489 
08.09.2002  00:00:00     2.776     5.680 
09.09.2002  00:00:00     3.773     5.408 
10.09.2002  00:00:00     3.542     3.726 
11.09.2002  00:00:00     2.834     2.576 
12.09.2002  00:00:00     2.190     2.201 
13.09.2002  00:00:00     1.690     1.968 
14.09.2002  00:00:00     1.328     1.757 
15.09.2002  00:00:00     1.053     1.565 
16.09.2002  00:00:00     0.897     1.391 
17.09.2002  00:00:00     0.728     1.233 
18.09.2002  00:00:00     0.594     1.089 
19.09.2002  00:00:00     0.497     0.958 
20.09.2002  00:00:00     0.420     0.839 
21.09.2002  00:00:00     0.379     0.758 
22.09.2002  00:00:00     0.351     0.685 
23.09.2002  00:00:00     0.320     0.591 
24.09.2002  00:00:00     0.308     0.533 
25.09.2002  00:00:00     0.308     0.495 
