"","out","CNRM_CCLM","CNRM_RCA","EC.EARTH_CCLM","EC.EARTH_HIRHAM","EC.EARTH_RACMO","EC.EARTH_RCA","HADGEM_RCA","IPSL_RCA","MPI_CCLM","MPI_RCA","Observed"
"248",1971-09-05,0,0,19.7559314050416,0.3,0,27.292,4.8,17.5524721274174,0,0,6.6
"249",1971-09-06,7.7,17.1,0,0.4,0,1.9,18.3119607843137,0,16.7583333333333,8.975,0
"250",1971-09-07,30.0456841698245,5.1,23.32,0.1,2.8681111111111,23.0571428571429,0.375,1.1,0.2,1.4,0
"251",1971-09-08,22.3136363636364,8,3.8,0.95,3.00433333333331,4.1,0.4,6.575,15.7108333333333,20.4128394330196,0
"252",1971-09-09,4.6,24.94,0,34.9522684772691,29.9398475165225,0,5.2,0,14.7553846153845,0.55,0
"253",1971-09-10,38.4166702923182,6.1,0.025,17.7915238095238,52.608677895981,2.8,9.80600375234521,2.3,9.5875,0,0
"254",1971-09-11,0,19.2814509803921,0.6,6.59239598278338,0,0.1,0.1,10.2875,3.9,0,0
"255",1971-09-12,0.4,0,0.6,12.7,10.2,6.8,0,12.0444444444444,0.0666666666666667,3.7,0.1
"256",1971-09-13,0,0,0,8.3,0.4,0.1,0,62.4352431129476,0.5,1.4,0.1
"257",1971-09-14,0,0,0,8.95742128935532,0.1,0.3,0,1,0,0,0.1
"258",1971-09-15,0,1.05,1.3,4.6,1.2,0,0,0,0,0.1,0.3
"259",1971-09-16,0,51.5608498023714,33.7195150078989,9.1935532233883,0.9,0.1,0,1.3,1,0,0
"260",1971-09-17,0,0,35.0802076161969,35.763078417691,25.696654746799,36.6800726664147,0,23.8771019677997,22.3,0,0.3
"261",1971-09-18,0,0,0,0.3,3.4,5.13333333333333,0.1,1.05,41.0611849874211,16.78,1.6
"262",1971-09-19,0.3,0,0,0,7.5,0.4,2.03499999999995,6.8,8.2,15.2337539432177,0.3
"263",1971-09-20,16.5352941176471,4.3,0,0,2.3,0.4,1.4,0,3.85,11.25,2.2
"264",1971-09-21,2.35,21.1633416458853,0,0,12.1,0,0,1.4,11.5,0.1,0
"265",1971-09-22,5.9,12.1,1.5,0,0.2,0,0,0,39.2514709657545,22.9931354359926,0.3
"266",1971-09-23,0,0,0,0,16.1857142857143,0,19.3684901960784,1.05,1.95666666666663,16.4333333333333,0
"267",1971-09-24,0,0,0,4.7,1.4,0,14.3859999999999,2.9362222222222,1.43333333333333,1,8.1
"268",1971-09-25,0,0,0.7,1.3,5.64,0,24.125,1,0.0666666666666667,11.18,1.3
"269",1971-09-26,0,0,0.2,0,0,0,0.2,0.5,11.2,6.2,0
"270",1971-09-27,0,0.15,18.0083725490196,0.95,0,6.8,10.7606407322655,0,2.03499999999995,0,0.1
"271",1971-09-28,0.4,0.3,3.1362222222222,0.5,0.1,0.1,20.6,0,40.1563279765878,0,2.6
"272",1971-09-29,0.0666666666666667,0,0,0.9,19.7894568971177,0,3.6,0,0.15,0,0
